sourceFile,unitId,text,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_3eb899d2b5,Slave / 20*.23*.9*.102 / 12*.23*.9*.102,,LDP / Master / 20*.23*.9*.101 / 12*.23*.9*.101,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.102"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}, {""kw"": ""12*.23*.9*.102"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_47f74c69fa,컬러 프린터1(기계실) / - / 20*.23*.9*.151 / -,,통합제어시스템 / - / 20*.23*.9*.220 / 12*.23*.9*.220,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.151"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_b1c2276d5d,컬러 프린터2(기계실) / - / 20*.23*.9*.152 / -,,컬러 프린터1(기계실) / - / 20*.23*.9*.151 / -,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.152"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_97078e3208,컬러 프린터3(관제실) / - / 20*.23*.9*.153 / -,,컬러 프린터2(기계실) / - / 20*.23*.9*.152 / -,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.153"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_2b1771ff5f,플로터 / - / 20*.23*.9*.157 / -,,컬러 프린터3(관제실) / - / 20*.23*.9*.153 / -,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.157"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_559f9a4b5f,Education(교육실) / Master / 20*.23*.9*.109 / 12*.23*.9*.109,,플로터 / - / 20*.23*.9*.157 / -,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.109"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}, {""kw"": ""12*.23*.9*.109"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_a8293108ee,Slave / 20*.23*.9*.110 / 12*.23*.9*.110,,Education(교육실) / Master / 20*.23*.9*.109 / 12*.23*.9*.109,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.110"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}, {""kw"": ""12*.23*.9*.110"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_d288743118,CDTS 시험기 / - / 20*.23*.9*.200,,Slave / 20*.23*.9*.110 / 12*.23*.9*.110,"[""regex_identifier""]","[{""kw"": ""20*.23*.9*.200"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,1,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_1ef44ee028,"주소창 / 에 “http://192.168.1.8 / 8"" 입력 후",,인터넷 / 브라우저 실행,"[""regex_identifier""]","[{""kw"": ""192.168.1.8"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 검사표준매뉴얼.md,1호선_전력관제_검사표준매뉴얼_6865ef0d0b,“20220608141619” → 2022년 / 06월,,최근 테이터 생성일(파일 제목별) 확인결과 현 / 재 날짜,"[""regex_identifier""]","[{""kw"": ""20220608141619"", ""label"": ""계좌번호"", ""track"": ""regex"", ""group"": ""account"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_3920874690,김포급전분소 : 031)8048-3466 / No,,및 출동요청 / Yes,"[""regex_identifier""]","[{""kw"": ""031)8048-3466"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_20686764ef,전기파트 : 032) 451-3310~14,,수전 / 받은후,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_62e4ff1fe9,신부평급전분소 : 032) 501-6012,,No,"[""regex_identifier""]","[{""kw"": ""032) 501-6012"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_8357f721ed,전기파트 : 032) 451-3310~14 / 열차관제 통보 및 파트장 승인후,,신부평급전분소 : 032) 501-6012,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_c7f835da26,전기파트 : 032) 451-3310~1 / 4,,한전 갈산변전소 : 032) 718- / 2618～19 / No,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_a9e13ef990,신부평급전분소 : 032) 501-6012 / 수전 받은후,,No,"[""regex_identifier""]","[{""kw"": ""032) 501-6012"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_464dc95844,전기파트 : 032) 451-3310 / ~14 / 수전 받은후,,신인천급전분소 : 032) 578 / -3195 / No,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_57d1e2e512,전기파트 : 032) 451-3310~14 / 수전 받은,,No,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_f359d0dbdc,전기파트 : 032) 451-3310 / ~14 / 열차관제 통보 및 파트장 승인후 해당차 / 단기 순차,,수 / 전 받은후,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_8357f721ed,전기파트 : 032) 451-3310~14 / 열차관제 통보 및 파트장 승인후,,신시흥급전분소 : 031) 363-536 / 6~67,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_78cfcf2950,김포급전분소 : 031)8048-3466 / 64P동작 방지 / 수전 받 / 은후,,및 출동요청 / No / Yes,"[""regex_identifier""]","[{""kw"": ""031)8048-3466"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_e781c0cb49,전기파트 : 032) 451-3310 / ~14,,해당차단기 순 / 차투입,"[""regex_identifier""]","[{""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_ea1b961f89,"확인한다.(SOA1:192.82.101.1, SOA2:192.82.101.2)",,한다.,"[""regex_identifier""]","[{""kw"": ""192.82.101.1"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}, {""kw"": ""192.82.101.2"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_918a9015c4,◯ SoA 1(1 / 92.82.101.1) / 으로 접속,,◯ 운용중인 / 메인서버 / 접속 ID를,"[""regex_identifier""]","[{""kw"": ""92.82.101.1"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_9261ffdd61,안될 경우 SoA 2(192.82.101.2)로 접속,,확인한다.,"[""regex_identifier""]","[{""kw"": ""192.82.101.2"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_04177dd004,https://10.5.200.250/ 를 입력하여 EMS에 접속한다.,,"버전 70 이상, Mozilla Firefox 버전 70 이상)","[""regex_identifier""]","[{""kw"": ""10.5.200.250"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_11967b5885,"- / 예) C / OT ADDRESS : 192.168.2.191, RT / ADDRESS",,"❍ / 노드 구 / 성 창에서 COT는 IP 주소, RT는 D / CC[예)TES","[""regex_identifier""]","[{""kw"": ""192.168.2.191"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_25919b7784,"- C-CH / : 166.3375Mhz, / Y-CH : 166.5625Mhz, M-CH / : 1",,◯ 기지국 / 송신주파수,"[""regex_identifier""]","[{""kw"": ""166.3375Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""166.5625Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_fbc122e4ed,- C-CH / : 166.3375Mhz,,◯ 기지국 / 송신주파수,"[""regex_identifier""]","[{""kw"": ""166.3375Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_9092b0e08f,"Y-CH : 166.5625Mhz, M-CH : 167.0500Mhz",,연결부] [기지국 OPE PNL],"[""regex_identifier""]","[{""kw"": ""166.5625Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""167.0500Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_a68e2694d3,"- C-CH / : 171.3375Mhz, Y / -CH : 171.",,◯ 기지국 / 수신주파수,"[""regex_identifier""]","[{""kw"": ""171.3375Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_ceac484e6a,"171.5625Mhz, M-CH : 172.0500Mhz",,[기지국 TX/RX 유닛],"[""regex_identifier""]","[{""kw"": ""171.5625Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""172.0500Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_1013aa7ec3,"◯ C-CH : / 기준주파수 = 166.3375Mh / z 제2고조파 : 332.6750Mhz, / 제3고조파 / : 499.0125",,참고사항,"[""regex_identifier""]","[{""kw"": ""332.6750Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_f4d6eaed57,"◯ Y-CH : / 기준주파수 = 166.5625Mh / z 제2고조파 : 333.1250Mhz, / 제3고조파 / : 499.687",,"◯ C-CH : / 기준주파수 = 166.3375Mh / z 제2고조파 : 332.6750Mhz, / 제3고조파 / : 499.0125","[""regex_identifier""]","[{""kw"": ""333.1250Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_e76f105a09,"◯ M-CH : / 기준주파수 = 167.0500M / hz 제2고조파 : 334.1000Mhz, / 제3고조파 / : 501.150",,"◯ Y-CH : / 기준주파수 = 166.5625Mh / z 제2고조파 : 333.1250Mhz, / 제3고조파 / : 499.687","[""regex_identifier""]","[{""kw"": ""334.1000Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_ee0f5ee858,◯ S-CH / : 휴대국과 휴대 / 국간에 통화 / 채널(TX:166.4125Mhz / RX:171.4125Mhz),,"◯ 전체방 / 송 : 상선, 하선, / 대합실에 설치 / 된 스피커로 무선방송","[""regex_identifier""]","[{""kw"": ""166.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""171.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_2a40b60de5,◯ S-CH / : / 휴대국과 휴대국간에 통화 / 채널(TX:166.4125Mhz / RX:171.4125Mhz),,참고사항,"[""regex_identifier""]","[{""kw"": ""166.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""171.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_96dfcc5ca7,휴대국간에 통화 채널(TX:166.4125Mhz RX:171.4125Mhz),,"173.8Hz(귤현,임학,경인교대,갈산,부평시장,동수,간석오거리,예술회관,문학,신연수,동춘)","[""regex_identifier""]","[{""kw"": ""166.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""171.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_e9e5148d5f,RX:171.4125Mhz),,S채널 선택],"[""regex_identifier""]","[{""kw"": ""171.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_2bedfc8ecc,◯ S-CH : / 휴대국과 휴대국간에 통화 채널(TX:166.4125Mhz / RX:171.4125Mhz),,"173.8Hz(귤현,임학,경인교대,갈산,부평시장,동수,간석오 / 거리,예술회관,문학,신","[""regex_identifier""]","[{""kw"": ""166.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""171.4125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_6c3415f7cc,"하행(166.5875Mhz), 대합실(166.6125Mhz),",,"173.8Hz(귤현,임학,경인교대,갈산,부평시장,동수,간석오거리,예술회관,문학,신연수,동춘)","[""regex_identifier""]","[{""kw"": ""166.5875Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}, {""kw"": ""166.6125Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_83d52d5141,전체(167.0375Mhz),,"하행(166.5875Mhz), 대합실(166.6125Mhz),","[""regex_identifier""]","[{""kw"": ""167.0375Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_077e19b4bf,· C-CH : / TX:166.3375M / hz RX:171.3375Mhz,,◯ / 열차무선 / 송수신주파수,"[""regex_identifier""]","[{""kw"": ""171.3375Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_d0e2d65d39,· Y-CH : / TX:166.5625M / hz RX:171.5625Mhz,,· C-CH : / TX:166.3375M / hz RX:171.3375Mhz,"[""regex_identifier""]","[{""kw"": ""171.5625Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_78f3fa3262,· M-CH / : TX:167.0500M / hz RX:172.0500Mhz,,· Y-CH : / TX:166.5625M / hz RX:171.5625Mhz,"[""regex_identifier""]","[{""kw"": ""172.0500Mhz"", ""label"": ""무선 주파수"", ""track"": ""regex"", ""group"": ""freq"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_5e818c72e5,- / SubnetMask / : 255.255.255.128,,- / IP주소 : 10.5 / .139.143,"[""regex_identifier""]","[{""kw"": ""255.255.255.128"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_4fb9555fb1,- / Gateway : 1 / 0.5.139.129,,- / SubnetMask / : 255.255.255.128,"[""regex_identifier""]","[{""kw"": ""0.5.139.129"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_53dfca58ad,- IP주소 : / 10.5.139.143,,❍ 노트북 I / P설정방법,"[""regex_identifier""]","[{""kw"": ""10.5.139.143"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_49cc0bf906,- SubnetM / ask : 255.255.255.128,,- IP주소 : / 10.5.139.143,"[""regex_identifier""]","[{""kw"": ""255.255.255.128"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_039192d5b3,- Gateway / : 10.5.139.129,,- SubnetM / ask : 255.255.255.128,"[""regex_identifier""]","[{""kw"": ""10.5.139.129"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_60289f497a,2) 접속주 / 소 : http://10.5.54.5,,1) 노트북 / 과 스위치(LTE-R망,"[""regex_identifier""]","[{""kw"": ""10.5.54.5"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_76fba438e2,http://10.5.54.53/aceman/index.do (현장용 계정으로 로그인),,간 UTP케이블을 연결하고 IP설정 후 망에 접속한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_28b4ad8d95,: 255.255.255.128,,10.5.139.143,"[""regex_identifier""]","[{""kw"": ""255.255.255.128"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_25ffe9c555,"- 본선(4대) : 29K23 / 5, 29K285, 30K133, 30K318",,- 통신기계실(1대) : / LTE-R 기지국(DU) 장비,"[""regex_identifier""]","[{""kw"": ""29K285"", ""label"": ""정밀 위치(키로정)"", ""track"": ""regex"", ""group"": ""coord"", ""role"": ""regex_identifier""}, {""kw"": ""30K133"", ""label"": ""정밀 위치(키로정)"", ""track"": ""regex"", ""group"": ""coord"", ""role"": ""regex_identifier""}, {""kw"": ""30K318"", ""label"": ""정밀 위치(키로정)"", ""track"": ""regex"", ""group"": ""coord"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,3,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_a970375920,- IP주소 : 10.5.139.143,,하단,"[""regex_identifier""]","[{""kw"": ""10.5.139.143"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_5fda8877df,- SubnetMask : 255.255.255.128,,- IP주소 : 10.5.139.143,"[""regex_identifier""]","[{""kw"": ""255.255.255.128"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_69566f4111,- Gateway : 10.5.139.129,,- SubnetMask : 255.255.255.128,"[""regex_identifier""]","[{""kw"": ""10.5.139.129"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
