sourceFile,unitId,text,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_6aa5c75a61,"정거장에 완전한 정전이 / 발생하지 / 않으므로, 계통복구 과정에서 부하전류의 변동 / 등 현",,"한 이후, 특고압 차단기를 / 투입하여 / 급격한 부하전류 변동을 방지해야 한다.","[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_b2c2c6ea0a,"정거장에 완전한 정전이 / 발생하지 않으므로, / 계통복구",,"한 이후, 특고압 차단기를 / 투입하여 급격한 / 부하전류","[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_1b955a1b18,종합관제운영내규 / 제2절 / 전 / 력·기계설비관 / 제 / 제37조 / 급전계통 변경,,관련규정,"[""ai_procedural_sensitive""]","[{""kw"": ""계통변경"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관제"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,3,1,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_8f27336d24,"- 수전계통 변경은 전구간 열 / 차운행을 중단한 / 상태에서 실시하고, / 계통절체가",,- 단시간내 복구가 불가능한 / 경우 전력계통 / 운영계획에 따라 수전계 / 통을 변경,"[""ai_procedural_sensitive""]","[{""kw"": ""계통변경"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_02f41b5fe7,항목 / [자동절체장치(APS)] / CSTE 및 CSME 회선 / 절체기능,,비 명 / 열차무선설비 / 검 / 사주기 반 / 기,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""회선"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""항목"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_3a83bc5754,◯ 단말장치 / (CSTE) 전송회선(DTS / )에서 고장이 발생하면 / 실선(METAL)으로 / 자동 절체,,◯ APS 장 / 치는 주장치(CSME)와 / 단말장치(CSTE)로 구분 / 된다.,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""회선"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_12f39ce88f,유닛의 / 램프가 전송회선(DTS)에 / 서 실선(METAL)으로 / 자동 절체가 되는지 / 점검한다.,,◯ 단자 분 / 리 시 실선(METAL)으 / 로 절체 되면서 알람이 / 울리고 주장치(CSM / E)의 해당,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""회선"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""점검"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_6eddd5f19d,◯ 주제어부 / (MGM) 카드 이중화 구성으로 안정 / 성 제공,,참고사항,"[""ai_procedural_sensitive""]","[{""kw"": ""이중화 구성"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""카드"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 통신관제 검사표준매뉴얼(260408).md,2호선_통신관제_검사표준매뉴얼(260_3c6ac6a4b3,"❍ / 장비구성 : / 중앙제어장치, 운",,❍ / 역장치 및 / 표시기 Controlle,"[""ai_procedural_sensitive""]","[{""kw"": ""장비 구성"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""장비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 통신관제 장애조치매뉴얼 (260408).md,2호선_통신관제_장애조치매뉴얼_(26_a45ce11a30,전기시계설비 고장관리장치 재기동 절차 SD01,,해당 자시계 예비품 교체.,"[""ai_procedural_sensitive""]","[{""kw"": ""재기동 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관리"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 통신관제 장애조치매뉴얼 (260408).md,2호선_통신관제_장애조치매뉴얼_(26_a45ce11a30,전기시계설비 고장관리장치 재기동 절차 SD01,, 고장관리장치 PC의 재부팅 후 고장감시프로그램 재실행.,"[""ai_procedural_sensitive""]","[{""kw"": ""재기동 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관리"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 통신관제 장애조치매뉴얼 (260408).md,2호선_통신관제_장애조치매뉴얼_(26_ff8b9fed70,자동안내방송설비 고장관리장치 재기동 절차 SD01,,조치 완료.,"[""ai_procedural_sensitive""]","[{""kw"": ""재기동 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관리"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
2호선 통신관제 장애조치매뉴얼 (260408).md,2호선_통신관제_장애조치매뉴얼_(26_ff8b9fed70,자동안내방송설비 고장관리장치 재기동 절차 SD01,," 고장관리장치 PC의 재부팅 및 주제어기(CCU), 우선순위제어기, 앰프를 리셋.  역사의 주제어기 프로그램의 장애시에는 감시프로그램이 재실행.","[""ai_procedural_sensitive""]","[{""kw"": ""재기동 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관리"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,1,1,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_d90ead3399,진로 / 구성에 따라 / 선로전환기와 선로 / 전환기를 / 상호 쇄정하 / 였을 때 / 진로구성과,,다. 선 / 로전환기와 다 / 른 선로전환기,"[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""전환"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""선로전환기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""선로전환"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""진로"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,C,5.2,medium,1,1,3,1,0,false,,
1호선 신호설비 장애조치매뉴얼 (260408).md,1호선_신호설비_장애조치매뉴얼_(26_e77380b6dd,○ / 이중화 절체기(CAM) / 메인스위치 / Manual로 전환,,기 / 능 / 확보를 위한 강제 / 수동절체 시 / 행,"[""ai_procedural_sensitive""]","[{""kw"": ""이중화 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""전환"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""스위치"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_6766592ae5,"장애 및 계 / 통복구를 위한 계통취급 허락 / 을 득하고, / A탁의 지시에 B탁은 복명·복창하고 장애 및 / 계통 복",,"① 모든 상황 / 및 장애발생 시 침착하게 전 / 관제사가 장 / 애내용을 공동으로 인지하며, A탁은 파트 / 장에게","[""ai_procedural_sensitive""]","[{""kw"": ""계통취급"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_1ad541b57a,해당차단기 순차투입 / 지하 / 철 수전선로,,한전에 / 사고개 / 황 통보,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_ff40d77e5e,해당차단기 순차투입 / 지하철 수전선로,,한전 / 에 사고개황 / 통보,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_92826787fa,동절기 : 운휴 차단 / 기(52Dn) 투입 / 및 계통 복구,,시험완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,3,1,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_5b672a6d3a,신부평급전분소 : 032) 501-6012 / (열차운행 일시정지 요청) / 해당차단기 / 순차투입,,김포급전분소 : 031)8048-3466 / 64P동작 방지 / 수전 받 / 은후,"[""ai_procedural_sensitive"", ""regex_identifier""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""032) 501-6012"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",false,C,5.0,medium,1,3,1,0,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_563d84909e,⑤ / 센트럴파크S/S 정류기 2대 / 급전 / 해당차단기 / 순차투입,,연락수전 : 테크노파크 ➡ / 센트럴파크 ➡ 송도달빛,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,3,1,0,0,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_711ccae08c,◯ DBC-역제 / 어장치간 통신은 LA / N 통신방식으로 역제어장치IP는 10.10.XXX(역 / 사번호).10,,"9,10,11( / 상중선 접근, 도착, / 출발), 13,14,15(하중선 접근, 도착, 출발), / 16(화재)","[""ai_procedural_sensitive""]","[{""kw"": ""통신 방식"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_16e98fd44e,◯ NMS컨 / 트롤러-역제어장치간 / 통신은 LAN 통신방식 / 으로 NMS,,◯ 시간정보 / 는 주장치(HSE)에 / 서 NTP 표준시간을 네트 / 워크로 수,"[""ai_procedural_sensitive""]","[{""kw"": ""통신 방식"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_fe06e1d27b,◯ DBC-역 / 제어장치간 통신은 / LAN 통신방식으,,"9,10,11(상 / 중선 접근, 도착, / 출발), 13,14,15(","[""ai_procedural_sensitive""]","[{""kw"": ""통신 방식"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_3117b012b4,02 열차무선 장애에 따른 주요부 기지국절체 1. 메뉴창에서 CONTROL을 선택하고 다시 BS CONTROL을 선택한다. 2. 기지국 중에서 절체를 원하는 기지국을 더블 클릭한다.,,FRAME(B)CCE측 CNB34 케이블 사진,"[""ai_procedural_sensitive""]","[{""kw"": ""기지국 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""기지국"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_712ceacbca,4. **Yes 실행 → 사용중인 모든 카드 재부팅**,01 관제전화설비 > 01-02 관제전화 녹음설비 장애로 저장카드 리셋조치,- No → 전체카드 재부팅 항목으로 이동,"[""ai_procedural_sensitive""]","[{""kw"": ""카드 재부팅"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재부팅"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""부팅"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""카드"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,2,1,0,0,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_e4ef435d9a,"2. **보드 선택 → 오른쪽 마우스 클릭 후 ""프로세서 재기동"" 선택**",06 전자교환기설비 > 06-02 교환기 회선 busy 발생시 프로세서 재기동 방법,1. **노드 구성 정보(그림)을 클릭**,"[""ai_procedural_sensitive""]","[{""kw"": ""프로세서 재기동"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""프로세서"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_5bfb8ec6d3,3. **로컬프로세서 재기동에서 → 지정한 노드와 슬롯 위치의 프로세서 클릭**,06 전자교환기설비 > 06-02 교환기 회선 busy 발생시 프로세서 재기동 방법,"2. **보드 선택 → 오른쪽 마우스 클릭 후 ""프로세서 재기동"" 선택**","[""ai_procedural_sensitive""]","[{""kw"": ""프로세서 재기동"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""프로세서"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_cd0fbcdc0c,4. **로컬프로세서 재기동에서 슬롯 → 해당 슬롯 클릭**,06 전자교환기설비 > 06-02 교환기 회선 busy 발생시 프로세서 재기동 방법,3. **로컬프로세서 재기동에서 → 지정한 노드와 슬롯 위치의 프로세서 클릭**,"[""ai_procedural_sensitive""]","[{""kw"": ""프로세서 재기동"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""프로세서"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_4e9cf7f638,1. **축전지 전지시스템 트레이 랙 하단의 BMS 전원 리셋**,07 무정전전원설비 > 07-01 전원설비 축전지 Cell 전압편차 경보 알람 해제 방법 > 조치 순서,- UPS용 축전지 전지시스템 5번 트레이 셀전압 편차 알람 발생 및 해제 반복,"[""ai_procedural_sensitive""]","[{""kw"": ""전원 리셋"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""리셋"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""축전지"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시스템"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""전원"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,3,0,0,false,,
2. 기계설비분야 이례상황시 응급조치 매뉴얼(1호선).md,2._기계설비분야_이례상황시_응급조치_f49d995ec5,# 2. 기계설비분야 이례상황시 응급조치 매뉴얼(1호선),,,"[""ai_procedural_sensitive""]","[{""kw"": ""응급 조치"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""조치"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
2호선 기계관제 장애조치매뉴얼.md,2호선_기계관제_장애조치매뉴얼_712bf6ebbb,없으며 수동으로 개방한 / 뒤 인터록 해제를 / 취급해야 하며 / 인터록 해,,▪ / 전체(2량/4량) 가동문 장애 / 는 관제 원격 BY / PASS 또는 로컬 / BYPASS,"[""ai_procedural_sensitive""]","[{""kw"": ""인터록 해제"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""개방"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""인터록"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
2호선 기계관제 장애조치매뉴얼.md,2호선_기계관제_장애조치매뉴얼_712bf6ebbb,없으며 수동으로 개방한 / 뒤 인터록 해제를 / 취급해야 하며 / 인터록 해,,▪ / 전체(2량/4량) 가동문 장애 / 는 관제 원격 BY / PASS 또는 로컬 / BYPASS,"[""ai_procedural_sensitive""]","[{""kw"": ""인터록 해제"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""개방"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""인터록"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",false,C,5.0,medium,1,1,1,0,0,false,,
