sourceFile,unitId,text,text_raw,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_4a58977d1d,영업 종료후 수전선로 가압시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압시험 및 전력계통 복구완료,,전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_9601b1c48d,영업 종료후 수전선로 가압시험 및 전력계통 복구완료 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압시험 / 및 전력계통 복구완료 / 전력계통 복구완료,,⑤ / 한전 갈산변전소 측으로 부터 / 장애복구 확인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_4a58977d1d,영업 종료후 수전선로 가압시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압시험 및 전력계통 복구완료,,전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_4734efc77b,신인천급전분소측으로부터 장 애복구 확인 전력계통 복구완료,⑤ / 신인천급전분소측으로부터 장 / 애복구 확인 / 전력계통 복구완료,,영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_50b3216b69,신인천급전분소측으로부터 장애복구 확인 전력계통 복구완료,⑤ / 신인천급전분소측으로부터 / 장애복구 확인 / 전력계통 복구완료,,영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,3,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_f7ac424aab,영업 종료후 수전선로 가압 시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압 / 시험 및 전력계통 복구완료,,⑤ / 신인천급전분소측으로부터 / 장애복구 확인 / 전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_f7ac424aab,영업 종료후 수전선로 가압 시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압 / 시험 및 전력계통 복구완료,,전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_aa968db547,영업 종료후 수전선로 가압시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압시험 및 / 전력계통 복구완료,,전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_21ebc7ec49,신시흥급전분소측으로부터 장 애복 구 확인 전력계통 복구완료,⑤ / 신시흥급전분소측으로부터 장 / 애복 / 구 확인 / 전력계통 복구완료,,영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_aa968db547,영업 종료후 수전선로 가압시험 및 전력계통 복구완료,⑥ / 영업 종료후 수전선로 가압시험 및 / 전력계통 복구완료,,전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_ba5689fea1,영업 종료후 수전선로 가압 시험 및 전력계통 복구완료 전력계통 복구완료,⑨ / 영업 종료후 수전선로 가압 / 시험 및 / 전력계통 복구완료 / 전력계통 복구완료,,⑧ / 한전측으로부터 장애복구 / 확인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_f80dd56185,한전측으로부터 장애복구 확인 전력계통 복구완료,⑧ / 한전측으로부터 장애복구 확인 / 전력계통 복구완료,,영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_098f988702,영업 종료후 수전선로 가압시험 및 전력계통 복구 완료,⑨ / 영업 종료후 수전선로 가압시험 및 전력계통 복구 / 완료,,⑧ / 한전측으로부터 장애복구 확인 / 전력계통 복구완료,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_ab08f6758d,영업 종료후 수전선로 가압시험 및 전력계통 복 구완료 전력계통 복구완료,⑨ / 영업 종료후 수전선로 / 가압시험 및 / 전력계통 복 / 구완료 / 전력계통 복구완료,,⑧ / 한전측으로부터 장애복 / 구 확인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_c294ec6e4a,영업 종료후 수전선로 가압시험 및 전력계통 복구완료 전력계통 복구완료,⑧ / 영업 종료후 수전선로 / 가압시험 및 / 전력계통 복구완료 / 전력계통 복구완료,,⑦ / 한전측으로부터 장애복 / 구 확인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_95808d11e0,영업 종료후 수전선로 가압시험 및 전력계통 복구완료 전력계통 복구완료,⑧ / 영업 종료후 수전선로 가압시험 / 및 전력계통 복구완료 / 전력계통 복구완료,,⑦ / 한전측으로부터 장애복구 확 / 인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_c7118ace44,영업 종료후 수 전선로 가압시험 및 전력계통 복구완료 전력계통 복구완료,⑧ / 영업 종료후 수 / 전선로 가압시험 / 및 전력계통 복구완료 / 전력계통 복구완료,,⑦ / 한전측으로부터 / 장애복구 확인 / 영업종료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_8192080d29,영업 종료후 수전선로 가 압시험 및 전력계통 복구완료 영업종료후,⑧ / 영업 종료후 수전선로 가 / 압시험 및 / 전력계통 복구완료 / 영업종료후,,⑦ / 한전측으로부터 장애복구 / 확인,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_e5f14d53cf,영업 종료후 수전선로 가압 시험 및 전력계통 복구완료 영업종료후,⑧ / 영업 종료후 수전선로 가압 / 시험 / 및 전력계통 복구완료 / 영업종료후,,⑦ / 한전측으로부터 장애복구 / 확인,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_38d5358344,영업 종료후 수전선로 가압 시험 및 전력계통 복구완료 전력계통 복구완료,⑧ / 영업 종료후 수전선로 가압 / 시험 및 전력계통 복구완료 / 전력계통 / 복구완료,,⑦ / 한전측으로부터 장애복구 / 확인 / 영업종 / 료후,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시험"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""완료"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,s,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_41366f7cd4,02 교환기 회선 busy 발생시 프로세서 재기동 방법 3. 로컬프로세서 재기동에서 ->지정한 노드와 슬롯 위치의 프로세서를 클릭한다 4. 로컬프로세서 재기동에서 슬롯 -> 해당슬롯을 클릭한다,02 교환기 회선 busy 발생시 프로세서 재기동 방법 3. 로컬프로세서 재기동에서 ->지정한 노드와 슬롯 위치의 프로세서를 클릭한다 4. 로컬프로세서 재기동에서 슬롯 -> 해당슬롯을 클릭한다,,---,"[""ai_procedural_sensitive""]","[{""kw"": ""프로세서 재기동"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재기동"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""프로세서"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""회선"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""방법"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,2,2,0,FALSE,s,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_d879f79335,01 전원설비 축전지 Cell 전압편차 경보 알람 해제 방법 1. UPS용 축전지 전지시스템 5번 트레이 셀전압 편차 알람 발생 및 해제 반복 2. 해당 축전지 전지시스템 트레이 랙 하단의 BMS 전원 리셋 3. 리셋하여 Cell Balancing 기능 재수행하여 편차알람 해제,01 전원설비 축전지 Cell 전압편차 경보 알람 해제 방법 1. UPS용 축전지 전지시스템 5번 트레이 셀전압 편차 알람 발생 및 해제 반복 2. 해당 축전지 전지시스템 트레이 랙 하단의 BMS 전원 리셋 3. 리셋하여 Cell Balancing 기능 재수행하여 편차알람 해제,,---,"[""ai_procedural_sensitive""]","[{""kw"": ""전원 리셋"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""리셋"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""UPS"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""축전지"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""시스템"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""설비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""전원"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""방법"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,5,2,0,FALSE,c,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_fbcd7e99f0,1. **관리메뉴 더블 클릭 → 카드재부팅 항목 생성**,1. **관리메뉴 더블 클릭 → 카드재부팅 항목 생성**,01 관제전화설비 > 01-02 관제전화 녹음설비 장애로 저장카드 리셋조치,---,"[""ai_procedural_sensitive""]","[{""kw"": ""카드 재부팅"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""재부팅"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""부팅"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""카드"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""항목"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""관리"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,s,
2호선 신호설비 점검 표준매뉴얼(Ver4.1).md,2호선_신호설비_점검_표준매뉴얼(Ve_65bcc7005d,8. 원격리셋 장치 모듈 LED 표시상태,8. / 원격리셋 장치 / 모듈 LED 표시상태 / ○,,7. / 원격리셋 장치 케이 / 블 연결 및 계전기 상태 / ○,"[""ai_procedural_sensitive""]","[{""kw"": ""원격 리셋"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""리셋"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""모듈"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""표시"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,o,
2호선 신호설비 점검 표준매뉴얼(Ver4.1).md,2호선_신호설비_점검_표준매뉴얼(Ve_646b6c0dfc,원격리셋장 치 동작상태 계전기 LED상태 Intersig,원격리셋장 / 치 / 동작상태 / 계전기 LED상태 / Intersig,,󰋎 원격리셋 / 장치 동작 / 상태,"[""ai_procedural_sensitive""]","[{""kw"": ""원격 리셋"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""리셋"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계전기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""동작"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,1,1,2,0,FALSE,o,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_ed081f4e47,"D 상태변화 확인 Tie 투입,계통복구","D 상태변화 확인 / Tie 투입,계통복구",,박D/L 재급전요청 / ½ 단전구간,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,o,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_ed081f4e47,"D 상태변화 확인 Tie 투입,계통복구","D 상태변화 확인 / Tie 투입,계통복구",,박D/L 재급전요청 / ½ 단전구간,"[""ai_procedural_sensitive""]","[{""kw"": ""계통복구"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""복구"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""확인"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,5.4,medium,1,2,1,2,0,FALSE,o,
